StationId,Latitude,Longitude,City
29820,32.882118,-96.883816,Dallas
29821,32.855004,-96.877737,Dallas
29822,32.842969,-96.862181,Dallas
29824,32.822303,-96.833234,Dallas
29825,32.804579,-96.823514,Dallas
29826,32.812435,-96.832865,Dallas
29831,32.766258,-96.742562,Dallas
29832,32.76556,-96.72093,Dallas
29833,32.732333,-96.709437,Dallas
29834,32.717605,-96.683837,Dallas
31084,32.84953,-96.915872,Dallas
31088,32.875195,-96.96692,Dallas
31089,32.887538,-96.986143,Dallas
32040,32.774168,-96.765107,Dallas
32041,32.781957,-96.766051,Dallas
32042,32.786493,-96.782137,Dallas
32043,32.786071,-96.788773,Dallas
32049,32.879727,-96.730381,Dallas
32337,32.868142,-96.93203,Dallas
32338,32.877264,-96.939671,Dallas
32553,32.907009,-97.039425,Dallas
32562,32.904466,-96.56252,Dallas
32931,32.775624,-96.806885,Dallas
32932,32.762274,-96.81536,Dallas
32933,32.760345,-96.818354,Dallas
32934,32.758891,-96.82284,Dallas
32984,32.753575,-96.82405,Dallas
32985,32.748985,-96.824305,Dallas
33086,32.66678,-96.788202,Dallas
33087,32.653445,-96.802415,Dallas
